1585155441.483545	OUT	32763	32765	1	10
1585155441.483545	OUT	32765	32764	1	10
1585155441.483545	OUT	32763	32767	1	10
1585155441.483545	OUT	32763	32768	1	10
1585155441.483545	OUT	32766	32764	1	10
1585155441.483545	OUT	32768	32768	1	10
1585155441.483545	OUT	32768	32765	1	10
1585155441.483545	OUT	32765	32769	1	10
1585155441.483545	OUT	32768	32767	1	10
1585155441.483545	OUT	32766	32769	1	10
1585155441.4845452	IN	32763	32765	1	
1585155441.4845452	IN	32765	32764	1	
1585155441.4845452	IN	32763	32767	1	
1585155441.4845452	IN	32763	32768	1	
1585155441.4845452	IN	32766	32764	1	
1585155441.4845452	IN	32768	32768	1	
1585155441.4845452	IN	32768	32765	1	
1585155441.4845452	IN	32765	32769	1	
1585155441.4845452	IN	32768	32767	1	
1585155441.4845452	IN	32766	32769	1	
1585155441.4845452	IN	32763	32765	1	
1585155441.4845452	IN	32765	32764	1	
1585155441.4845452	IN	32763	32767	1	
1585155441.4845452	IN	32763	32768	1	
1585155441.4845452	IN	32766	32764	1	
1585155441.4845452	IN	32768	32768	1	
1585155441.4845452	IN	32768	32765	1	
1585155441.4845452	IN	32765	32769	1	
1585155441.4845452	IN	32768	32767	1	
1585155441.4845452	IN	32766	32769	1	
1585155441.4855456	IN	32763	32765	1	
1585155441.4855456	IN	32765	32764	1	
1585155441.4855456	IN	32763	32767	1	
1585155441.4855456	IN	32763	32768	1	
1585155441.4855456	IN	32766	32764	1	
1585155441.4855456	IN	32768	32768	1	
1585155441.4855456	IN	32768	32765	1	
1585155441.4855456	IN	32765	32769	1	
1585155441.4855456	IN	32768	32767	1	
1585155441.4855456	IN	32766	32769	1	
1585155441.9870172	OUT	32763	32765	2	11
1585155441.9870172	OUT	32772	32764	1	11
1585155441.9870172	OUT	32765	32764	2	11
1585155441.9870172	OUT	32763	32767	2	11
1585155441.9870172	OUT	32766	32769	2	11
1585155441.9870172	OUT	32766	32764	2	11
1585155441.9870172	OUT	32765	32769	2	11
1585155441.9870172	OUT	32763	32768	2	11
1585155441.9870172	OUT	32768	32768	2	11
1585155441.9870172	OUT	32768	32767	2	11
1585155441.9870172	OUT	32768	32765	2	11
1585155441.9880192	IN	32763	32765	2	
